BinCenter (ps),Histo01,Histo02,Histo03,Histo04
22050,10,26,0,0
22150,1,12,0,0
22250,6,12,0,0
22350,5,26,0,0
22450,3,8,0,0
22550,10,11,0,0
22650,4,14,0,0
22750,5,5,0,0
22850,6,6,0,0
22950,12,4,0,0
23050,13,5,0,0
23150,11,8,0,0
23250,6,7,0,0
23350,12,9,0,0
23450,18,14,0,0
23550,9,4,0,0
23650,5,8,0,0
23750,14,11,0,0
23850,12,8,0,0
23950,9,9,0,0
24050,4,9,0,0
24150,11,11,0,0
24250,7,5,0,0
24350,11,4,0,0
24450,9,4,0,0
24550,7,6,0,0
24650,9,8,0,0
24750,10,8,0,0
24850,3,10,0,0
24950,8,3,0,0
25050,7,2,0,0
25150,13,4,0,0
25250,6,8,0,0
25350,9,13,0,0
25450,8,6,0,0
25550,8,9,0,0
25650,5,7,0,0
25750,3,6,0,0
25850,7,10,0,0
25950,14,13,0,0
26050,0,7,0,0
26150,3,11,0,0
26250,12,9,0,0
26350,7,7,0,0
26450,7,4,0,0
26550,10,8,0,0
26650,9,9,0,0
26750,7,12,0,0
26850,4,6,0,0
26950,9,3,0,0
27050,5,21,0,0
27150,8,5,0,0
27250,7,11,0,0
27350,13,6,0,0
27450,11,9,0,0
27550,8,8,0,0
27650,11,8,0,0
27750,21,5,0,0
27850,9,7,0,0
27950,11,8,0,0
28050,21,6,0,0
28150,30,6,0,0
28250,4,7,0,0
28350,6,5,0,0
28450,35,6,0,0
28550,31,7,0,0
28650,11,5,0,0
28750,10,6,0,0
28850,8,4,0,0
28950,15,10,0,0
29050,11,4,0,0
29150,6,2,0,0
29250,7,4,0,0
29350,6,8,0,0
29450,7,3,0,0
29550,6,5,0,0
29650,4,3,0,0
29750,8,8,0,0
29850,6,7,0,0
29950,9,5,0,0
30050,8,13,0,0
30150,4,7,0,0
30250,10,13,0,0
30350,4,6,0,0
30450,8,7,0,0
30550,8,9,0,0
30650,8,5,0,0
30750,5,10,0,0
30850,9,8,0,0
30950,4,8,0,0
31050,6,10,0,0
31150,8,7,0,0
31250,9,9,0,0
31350,7,6,0,0
31450,6,11,0,0
31550,11,10,0,0
31650,9,6,0,0
31750,19,16,0,0
31850,10,10,0,0
31950,7,6,0,0
32050,16,6,0,0
32150,35,5,0,0
32250,7,7,0,0
32350,5,7,0,0
32450,13,6,0,0
32550,50,7,0,0
32650,6,6,0,0
32750,6,7,0,0
32850,14,2,0,0
32950,24,5,0,0
33050,9,5,0,0
33150,4,5,0,0
33250,9,6,0,0
33350,10,4,0,0
33450,6,8,0,0
33550,17,9,0,0
33650,3,7,0,0
33750,6,8,0,0
33850,4,10,0,0
33950,19,9,0,0
34050,5,12,0,0
34150,7,17,0,0
34250,7,17,0,0
34350,12,9,0,0
34450,9,27,0,0
34550,6,27,0,0
34650,7,26,0,0
34750,12,37,0,0
34850,9,21,0,0
34950,9,30,0,0
35050,6,25,0,0
35150,12,28,0,0
35250,9,14,0,0
35350,9,20,0,0
35450,7,24,0,0
35550,11,14,0,0
35650,8,14,0,0
35750,10,10,0,0
35850,7,9,0,0
35950,6,7,0,0
36050,4,9,0,0
36150,9,8,0,0
36250,4,8,0,0
36350,8,7,0,0
36450,8,5,0,0
36550,8,13,0,0
36650,8,7,0,0
36750,7,10,0,0
36850,6,4,0,0
36950,4,11,0,0
37050,10,9,0,0
37150,6,9,0,0
37250,11,4,0,0
37350,0,7,0,0
37450,10,7,0,0
37550,7,10,0,0
37650,4,9,0,0
37750,10,3,0,0
37850,4,4,0,0
37950,4,7,0,0
38050,4,5,0,0
38150,5,4,0,0
38250,9,7,0,0
38350,4,9,0,0
38450,11,10,0,0
38550,7,5,0,0
38650,6,11,0,0
38750,5,5,0,0
38850,7,5,0,0
38950,5,12,0,0
39050,9,20,0,0
39150,6,7,0,0
39250,7,5,0,0
39350,4,9,0,0
39450,9,12,0,0
39550,6,4,0,0
39650,4,9,0,0
39750,6,6,0,0
39850,5,15,0,0
39950,5,5,0,0
40050,5,4,0,0
40150,3,5,0,0
40250,15,15,0,0
40350,7,11,0,0
40450,7,7,0,0
40550,8,14,0,0
40650,11,6,0,0
40750,5,8,0,0
40850,8,8,0,0
40950,5,7,0,0
41050,4,2,0,0
41150,7,5,0,0
41250,5,10,0,0
41350,6,12,0,0
41450,6,1,0,0
41550,7,6,0,0
41650,5,12,0,0
41750,9,9,0,0
41850,11,27,0,0
41950,2,15,0,0
42050,9,21,0,0
42150,6,34,0,0
42250,6,41,0,0
42350,7,20,0,0
42450,9,43,0,0
42550,6,63,0,0
42650,3,44,0,0
42750,4,27,0,0
42850,8,53,0,0
42950,14,62,0,0
43050,5,58,0,0
43150,8,35,0,0
43250,7,18,0,0
43350,3,24,0,0
43450,9,50,0,0
43550,176,19,0,0
43650,181,10,0,0
43750,7,11,0,0
43850,14,44,0,0
43950,752,11,0,0
44050,734,6,0,0
44150,14,4,0,0
44250,25,27,0,0
44350,1215,13,0,0
44450,973,9,0,0
44550,15,10,0,0
44650,20,7,0,0
44750,975,7,0,0
44850,616,8,0,0
44950,10,10,0,0
45050,16,6,0,0
45150,282,18,0,0
45250,130,15,0,0
45350,8,7,0,0
45450,4,7,0,0
45550,2,7,0,0
45650,11,15,0,0
45750,4,6,0,0
45850,9,7,0,0
45950,6,3,0,0
46050,9,8,0,0
46150,10,7,0,0
46250,6,4,0,0
46350,7,6,0,0
46450,12,11,0,0
46550,10,10,0,0
46650,10,7,0,0
46750,5,8,0,0
46850,12,11,0,0
46950,10,4,0,0
47050,9,10,0,0
47150,8,8,0,0
47250,7,6,0,0
47350,3,6,0,0
47450,8,5,0,0
47550,9,4,0,0
47650,8,5,0,0
47750,2,6,0,0
47850,7,8,0,0
47950,8,7,0,0
48050,11,6,0,0
48150,11,9,0,0
48250,5,6,0,0
48350,6,4,0,0
48450,4,10,0,0
48550,5,8,0,0
48650,5,12,0,0
48750,6,10,0,0
48850,11,5,0,0
48950,7,5,0,0
49050,12,5,0,0
49150,8,12,0,0
49250,6,8,0,0
49350,5,6,0,0
49450,5,5,0,0
49550,12,6,0,0
49650,8,11,0,0
49750,8,5,0,0
49850,6,4,0,0
49950,7,7,0,0
50050,7,4,0,0
50150,8,9,0,0
50250,7,10,0,0
50350,6,10,0,0
50450,6,8,0,0
50550,6,11,0,0
50650,7,9,0,0
50750,5,11,0,0
50850,9,3,0,0
50950,8,4,0,0
51050,7,12,0,0
51150,5,12,0,0
51250,10,5,0,0
51350,5,9,0,0
51450,8,6,0,0
51550,6,5,0,0
51650,6,7,0,0
51750,9,12,0,0
51850,5,5,0,0
51950,5,3,0,0
52050,5,9,0,0
52150,7,7,0,0
52250,6,6,0,0
52350,6,10,0,0
52450,7,8,0,0
52550,8,8,0,0
52650,9,6,0,0
52750,7,6,0,0
52850,3,7,0,0
52950,9,4,0,0
53050,8,6,0,0
53150,10,10,0,0
53250,7,8,0,0
53350,8,5,0,0
53450,4,4,0,0
53550,8,15,0,0
53650,10,9,0,0
53750,7,4,0,0
53850,9,12,0,0
53950,2,4,0,0
54050,5,9,0,0
54150,13,5,0,0
54250,7,8,0,0
54350,11,7,0,0
54450,16,10,0,0
54550,10,11,0,0
54650,7,9,0,0
54750,4,5,0,0
54850,18,141,0,0
54950,5,298,0,0
55050,7,13,0,0
55150,2,6,0,0
55250,7,620,0,0
55350,6,970,0,0
55450,12,30,0,0
55550,5,11,0,0
55650,8,1015,0,0
55750,6,1204,0,0
55850,22,22,0,0
55950,7,15,0,0
56050,5,711,0,0
56150,10,799,0,0
56250,53,14,0,0
56350,14,9,0,0
56450,13,199,0,0
56550,25,179,0,0
56650,56,12,0,0
56750,40,2,0,0
56850,31,11,0,0
56950,19,6,0,0
57050,46,9,0,0
57150,66,7,0,0
57250,45,8,0,0
57350,25,10,0,0
57450,43,5,0,0
57550,60,2,0,0
57650,29,7,0,0
57750,19,7,0,0
57850,31,10,0,0
57950,26,9,0,0
58050,22,7,0,0
58150,17,12,0,0
58250,9,1,0,0
58350,15,8,0,0
58450,13,7,0,0
58550,8,6,0,0
58650,11,5,0,0
58750,5,4,0,0
58850,9,9,0,0
58950,5,5,0,0
59050,6,10,0,0
59150,6,9,0,0
59250,3,8,0,0
59350,7,3,0,0
59450,11,5,0,0
59550,13,7,0,0
59650,8,6,0,0
59750,8,5,0,0
59850,11,5,0,0
59950,12,6,0,0
60050,7,4,0,0
60150,8,11,0,0
60250,11,4,0,0
60350,15,11,0,0
60450,2,6,0,0
60550,9,5,0,0
60650,24,5,0,0
60750,7,5,0,0
60850,4,9,0,0
60950,10,8,0,0
61050,13,7,0,0
61150,4,9,0,0
61250,8,3,0,0
61350,5,3,0,0
61450,5,7,0,0
61550,6,12,0,0
61650,7,10,0,0
61750,8,7,0,0
61850,3,5,0,0
61950,7,10,0,0
62050,11,10,0,0
62150,8,4,0,0
62250,2,7,0,0
62350,5,6,0,0
62450,4,6,0,0
62550,7,9,0,0
62650,5,3,0,0
62750,2,7,0,0
62850,3,9,0,0
62950,3,6,0,0
63050,5,8,0,0
63150,8,6,0,0
63250,5,2,0,0
63350,4,4,0,0
63450,4,7,0,0
63550,3,12,0,0
63650,8,7,0,0
63750,8,4,0,0
63850,5,6,0,0
63950,12,5,0,0
64050,7,7,0,0
64150,7,7,0,0
64250,10,7,0,0
64350,13,4,0,0
64450,11,5,0,0
64550,11,4,0,0
64650,15,6,0,0
64750,25,5,0,0
64850,13,7,0,0
64950,22,4,0,0
65050,20,4,0,0
65150,21,3,0,0
65250,29,5,0,0
65350,33,7,0,0
65450,18,8,0,0
65550,23,7,0,0
65650,17,7,0,0
65750,18,15,0,0
65850,13,8,0,0
65950,10,4,0,0
66050,14,4,0,0
66150,4,17,0,0
66250,14,12,0,0
66350,4,9,0,0
66450,6,5,0,0
66550,9,15,0,0
66650,4,10,0,0
66750,4,8,0,0
66850,8,9,0,0
66950,5,12,0,0
67050,2,7,0,0
67150,4,21,0,0
67250,8,11,0,0
67350,5,9,0,0
67450,7,13,0,0
67550,5,30,0,0
67650,9,15,0,0
67750,14,5,0,0
67850,9,5,0,0
67950,14,45,0,0
68050,2,13,0,0
68150,7,4,0,0
68250,9,5,0,0
68350,4,17,0,0
68450,10,11,0,0
68550,4,9,0,0
68650,5,9,0,0
68750,4,7,0,0
68850,5,9,0,0
68950,4,5,0,0
69050,6,8,0,0
69150,7,5,0,0
69250,3,9,0,0
69350,14,8,0,0
69450,8,11,0,0
69550,5,4,0,0
69650,6,2,0,0
69750,3,7,0,0
69850,7,8,0,0
69950,4,4,0,0
70050,6,5,0,0
70150,10,6,0,0
70250,12,2,0,0
70350,15,4,0,0
70450,11,8,0,0
70550,4,5,0,0
70650,3,8,0,0
70750,7,10,0,0
70850,4,8,0,0
70950,10,2,0,0
71050,5,9,0,0
71150,3,15,0,0
71250,8,12,0,0
71350,12,4,0,0
71450,2,5,0,0
71550,6,21,0,0
71650,6,17,0,0
71750,9,7,0,0
71850,8,7,0,0
71950,6,19,0,0
72050,5,28,0,0
72150,4,8,0,0
72250,5,7,0,0
72350,4,12,0,0
72450,8,12,0,0
72550,5,8,0,0
72650,9,10,0,0
72750,5,8,0,0
72850,12,3,0,0
72950,9,4,0,0
73050,10,9,0,0
73150,11,7,0,0
73250,8,11,0,0
73350,12,8,0,0
73450,16,14,0,0
73550,7,8,0,0
73650,2,4,0,0
73750,10,5,0,0
73850,15,9,0,0
73950,12,11,0,0
74050,5,4,0,0
74150,6,9,0,0
74250,10,12,0,0
74350,5,7,0,0
74450,3,6,0,0
74550,5,15,0,0
74650,3,12,0,0
74750,4,8,0,0
74850,6,4,0,0
74950,7,5,0,0
75050,6,10,0,0
75150,6,5,0,0
75250,9,4,0,0
75350,6,6,0,0
75450,8,8,0,0
75550,6,9,0,0
75650,5,5,0,0
75750,8,3,0,0
75850,12,12,0,0
75950,6,4,0,0
76050,6,7,0,0
76150,10,10,0,0
76250,4,10,0,0
76350,6,8,0,0
76450,4,12,0,0
76550,3,10,0,0
76650,9,13,0,0
76750,4,7,0,0
76850,9,8,0,0
76950,5,7,0,0
77050,13,14,0,0
77150,3,12,0,0
77250,3,8,0,0
77350,6,5,0,0
77450,4,8,0,0
77550,10,8,0,0
77650,14,10,0,0
77750,11,5,0,0
77850,3,8,0,0
77950,8,6,0,0
78050,12,9,0,0
78150,25,3,0,0
78250,8,11,0,0
78350,8,9,0,0
78450,33,4,0,0
78550,29,8,0,0
78650,9,5,0,0
78750,7,9,0,0
78850,12,5,0,0
78950,19,13,0,0
79050,5,7,0,0
79150,6,11,0,0
79250,3,6,0,0
79350,9,5,0,0
79450,8,6,0,0
79550,7,10,0,0
79650,5,5,0,0
79750,5,5,0,0
79850,10,8,0,0
79950,7,5,0,0
80050,8,4,0,0
80150,7,6,0,0
80250,8,7,0,0
80350,7,3,0,0
80450,5,8,0,0
80550,5,8,0,0
80650,8,5,0,0
80750,9,5,0,0
80850,1,9,0,0
80950,14,3,0,0
81050,7,6,0,0
81150,5,5,0,0
81250,9,7,0,0
81350,10,5,0,0
81450,12,3,0,0
81550,5,2,0,0
81650,13,3,0,0
81750,10,4,0,0
81850,7,5,0,0
81950,10,7,0,0
82050,16,7,0,0
82150,31,8,0,0
82250,10,9,0,0
82350,7,9,0,0
82450,13,7,0,0
82550,37,4,0,0
82650,4,6,0,0
82750,6,7,0,0
82850,6,4,0,0
82950,22,5,0,0
83050,4,11,0,0
83150,11,7,0,0
83250,5,2,0,0
83350,11,8,0,0
83450,7,6,0,0
83550,11,6,0,0
83650,12,7,0,0
83750,5,18,0,0
83850,7,13,0,0
83950,12,7,0,0
84050,4,11,0,0
84150,4,14,0,0
84250,3,21,0,0
84350,10,22,0,0
84450,7,22,0,0
84550,6,26,0,0
84650,4,34,0,0
84750,7,24,0,0
84850,7,25,0,0
84950,2,36,0,0
85050,6,27,0,0
85150,4,19,0,0
85250,5,21,0,0
85350,5,21,0,0
85450,8,12,0,0
85550,10,11,0,0
85650,10,14,0,0
85750,5,15,0,0
85850,6,9,0,0
85950,5,15,0,0
86050,7,5,0,0
86150,4,4,0,0
86250,7,5,0,0
86350,8,6,0,0
86450,12,3,0,0
86550,10,4,0,0
86650,9,9,0,0
86750,4,3,0,0
86850,10,7,0,0
86950,3,13,0,0
87050,8,9,0,0
87150,8,8,0,0
87250,2,7,0,0
87350,11,7,0,0
87450,8,7,0,0
87550,11,13,0,0
87650,8,12,0,0
87750,6,8,0,0
87850,8,4,0,0
87950,6,5,0,0
88050,9,2,0,0
88150,6,14,0,0
88250,12,4,0,0
88350,3,8,0,0
88450,9,9,0,0
88550,11,6,0,0
88650,5,8,0,0
88750,9,3,0,0
88850,2,5,0,0
88950,5,9,0,0
89050,4,15,0,0
89150,7,11,0,0
89250,5,13,0,0
89350,5,4,0,0
89450,7,14,0,0
89550,5,10,0,0
89650,5,11,0,0
89750,8,12,0,0
89850,5,14,0,0
89950,11,9,0,0
90050,5,10,0,0
90150,6,10,0,0
90250,4,7,0,0
90350,6,6,0,0
90450,6,2,0,0
90550,10,8,0,0
90650,4,7,0,0
90750,3,6,0,0
90850,4,10,0,0
90950,1,5,0,0
91050,8,6,0,0
91150,5,2,0,0
91250,4,9,0,0
91350,3,9,0,0
91450,2,6,0,0
91550,14,6,0,0
91650,4,12,0,0
91750,6,14,0,0
91850,6,9,0,0
91950,2,12,0,0
92050,6,22,0,0
92150,5,34,0,0
92250,12,29,0,0
92350,5,22,0,0
92450,4,31,0,0
92550,9,44,0,0
92650,7,53,0,0
92750,6,29,0,0
92850,8,29,0,0
92950,9,48,0,0
93050,2,42,0,0
93150,8,46,0,0
93250,2,19,0,0
93350,6,35,0,0
93450,9,54,0,0
93550,180,28,0,0
93650,205,19,0,0
93750,7,8,0,0
93850,15,46,0,0
93950,758,14,0,0
94050,727,8,0,0
94150,14,14,0,0
94250,16,19,0,0
94350,1243,4,0,0
94450,962,4,0,0
94550,7,6,0,0
94650,30,10,0,0
94750,948,11,0,0
94850,603,12,0,0
94950,7,8,0,0
95050,17,9,0,0
95150,255,6,0,0
95250,138,17,0,0
95350,7,12,0,0
95450,6,7,0,0
95550,7,7,0,0
95650,7,23,0,0
95750,7,7,0,0
95850,8,8,0,0
95950,9,6,0,0
96050,9,5,0,0
96150,11,7,0,0
96250,11,3,0,0
96350,12,6,0,0
96450,7,9,0,0
96550,2,8,0,0
96650,7,8,0,0
96750,4,8,0,0
96850,7,5,0,0
96950,6,10,0,0
97050,8,5,0,0
97150,7,3,0,0
97250,8,6,0,0
97350,7,5,0,0
97450,3,9,0,0
97550,4,7,0,0
97650,5,0,0,0
97750,5,10,0,0
97850,9,7,0,0
97950,9,7,0,0
98050,7,7,0,0
98150,9,6,0,0
98250,11,12,0,0
98350,6,8,0,0
98450,6,6,0,0
98550,6,7,0,0
98650,7,8,0,0
98750,11,4,0,0
98850,8,6,0,0
98950,5,5,0,0
99050,6,8,0,0
99150,5,7,0,0
99250,10,8,0,0
99350,6,8,0,0
99450,4,14,0,0
99550,6,7,0,0
99650,9,8,0,0
99750,3,7,0,0
99850,5,6,0,0
99950,4,7,0,0
