BinCenter (ps);Histo01;Histo02;Histo03;Histo04
30850;14;14;0;0
30950;7;9;0;0
31050;3;10;0;0
31150;3;9;0;0
31250;4;6;0;0
31350;10;11;0;0
31450;4;11;0;0
31550;8;7;0;0
31650;7;9;0;0
31750;10;6;0;0
31850;5;2;0;0
31950;5;7;0;0
32050;13;10;0;0
32150;38;5;0;0
32250;5;4;0;0
32350;6;9;0;0
32450;13;4;0;0
32550;57;1;0;0
32650;13;7;0;0
32750;4;6;0;0
32850;10;10;0;0
32950;26;6;0;0
33050;11;11;0;0
33150;6;4;0;0
33250;7;7;0;0
33350;7;10;0;0
33450;8;7;0;0
33550;14;6;0;0
33650;14;5;0;0
33750;4;9;0;0
33850;6;14;0;0
33950;12;13;0;0
34050;4;9;0;0
34150;5;18;0;0
34250;13;16;0;0
34350;15;23;0;0
34450;3;23;0;0
34550;9;22;0;0
34650;4;19;0;0
34750;9;24;0;0
34850;7;25;0;0
34950;6;19;0;0
35050;4;27;0;0
35150;10;17;0;0
35250;2;23;0;0
35350;8;15;0;0
35450;9;15;0;0
35550;8;9;0;0
35650;6;11;0;0
35750;8;7;0;0
35850;7;9;0;0
35950;6;5;0;0
36050;5;8;0;0
36150;5;10;0;0
36250;6;7;0;0
36350;7;7;0;0
36450;4;11;0;0
36550;10;9;0;0
36650;6;14;0;0
36750;4;8;0;0
36850;6;9;0;0
36950;12;7;0;0
37050;7;5;0;0
37150;3;10;0;0
37250;7;5;0;0
37350;2;11;0;0
37450;8;3;0;0
37550;6;9;0;0
37650;8;7;0;0
37750;11;8;0;0
37850;7;12;0;0
37950;3;5;0;0
38050;6;7;0;0
38150;10;7;0;0
38250;4;5;0;0
38350;13;7;0;0
38450;2;8;0;0
38550;8;9;0;0
38650;7;3;0;0
38750;3;3;0;0
38850;7;8;0;0
38950;6;8;0;0
39050;4;16;0;0
39150;9;3;0;0
39250;12;7;0;0
39350;7;9;0;0
39450;4;20;0;0
39550;6;6;0;0
39650;6;3;0;0
39750;5;13;0;0
39850;6;16;0;0
39950;8;3;0;0
40050;6;13;0;0
40150;8;10;0;0
40250;9;17;0;0
40350;7;9;0;0
40450;6;7;0;0
40550;10;12;0;0
40650;13;5;0;0
40750;8;10;0;0
40850;7;8;0;0
40950;12;8;0;0
41050;6;6;0;0
41150;5;7;0;0
41250;4;5;0;0
41350;5;6;0;0
41450;8;5;0;0
41550;4;4;0;0
41650;5;15;0;0
41750;5;14;0;0
41850;5;10;0;0
41950;11;14;0;0
42050;6;22;0;0
42150;9;36;0;0
42250;7;28;0;0
42350;7;34;0;0
42450;4;33;0;0
42550;2;61;0;0
42650;9;41;0;0
42750;6;36;0;0
42850;9;36;0;0
42950;8;64;0;0
43050;10;52;0;0
43150;5;12;0;0
43250;3;22;0;0
43350;8;33;0;0
43450;7;43;0;0
43550;169;23;0;0
43650;170;8;0;0
43750;6;13;0;0
43850;19;38;0;0
43950;778;7;0;0
44050;670;3;0;0
44150;12;9;0;0
44250;30;35;0;0
44350;1305;10;0;0
44450;898;9;0;0
44550;8;5;0;0
44650;19;6;0;0
44750;962;9;0;0
44850;569;13;0;0
44950;6;8;0;0
45050;11;8;0;0
45150;263;8;0;0
45250;143;20;0;0
45350;8;8;0;0
45450;7;11;0;0
45550;10;9;0;0
45650;6;3;0;0
45750;9;8;0;0
45850;7;8;0;0
45950;7;7;0;0
46050;5;11;0;0
46150;9;11;0;0
46250;10;4;0;0
46350;3;5;0;0
46450;2;6;0;0
46550;7;7;0;0
46650;10;10;0;0
46750;8;7;0;0
46850;7;7;0;0
46950;7;4;0;0
47050;5;9;0;0
47150;6;5;0;0
47250;10;8;0;0
47350;5;8;0;0
47450;4;12;0;0
47550;7;8;0;0
47650;8;9;0;0
47750;4;8;0;0
47850;6;7;0;0
47950;6;9;0;0
48050;6;6;0;0
48150;7;9;0;0
48250;6;10;0;0
48350;12;4;0;0
48450;3;11;0;0
48550;5;7;0;0
48650;6;9;0;0
48750;5;6;0;0
48850;7;7;0;0
48950;11;6;0;0
49050;11;9;0;0
49150;3;5;0;0
49250;7;5;0;0
49350;10;4;0;0
49450;7;13;0;0
49550;6;8;0;0
49650;8;1;0;0
49750;3;10;0;0
49850;6;9;0;0
49950;5;7;0;0
50050;11;9;0;0
50150;13;4;0;0
50250;8;8;0;0
50350;9;10;0;0
50450;7;7;0;0
50550;12;4;0;0
50650;4;2;0;0
50750;8;11;0;0
50850;5;7;0;0
50950;4;7;0;0
51050;7;9;0;0
51150;5;5;0;0
51250;3;6;0;0
51350;8;7;0;0
51450;12;4;0;0
51550;4;8;0;0
51650;4;4;0;0
51750;10;6;0;0
51850;7;4;0;0
51950;8;5;0;0
52050;8;6;0;0
52150;7;6;0;0
52250;7;7;0;0
52350;5;4;0;0
52450;11;7;0;0
52550;5;6;0;0
52650;5;6;0;0
52750;5;6;0;0
52850;3;5;0;0
52950;5;4;0;0
53050;14;5;0;0
53150;3;4;0;0
53250;3;5;0;0
53350;5;5;0;0
53450;8;15;0;0
53550;5;11;0;0
53650;3;6;0;0
53750;4;3;0;0
53850;5;7;0;0
53950;4;13;0;0
54050;11;5;0;0
54150;4;6;0;0
54250;4;1;0;0
54350;11;10;0;0
54450;11;12;0;0
54550;9;12;0;0
54650;7;7;0;0
54750;7;6;0;0
54850;23;146;0;0
54950;9;257;0;0
55050;8;14;0;0
55150;9;9;0;0
55250;11;601;0;0
55350;9;999;0;0
55450;7;24;0;0
55550;8;15;0;0
55650;6;865;0;0
55750;11;1338;0;0
55850;20;20;0;0
55950;8;7;0;0
56050;4;645;0;0
56150;20;858;0;0
56250;50;21;0;0
56350;17;4;0;0
56450;7;170;0;0
56550;18;204;0;0
56650;48;5;0;0
56750;30;5;0;0
56850;39;5;0;0
56950;30;9;0;0
57050;48;11;0;0
57150;61;8;0;0
57250;40;11;0;0
57350;40;4;0;0
57450;37;10;0;0
57550;61;4;0;0
57650;32;9;0;0
57750;29;5;0;0
57850;29;4;0;0
57950;29;8;0;0
58050;18;9;0;0
58150;7;5;0;0
58250;11;10;0;0
58350;15;11;0;0
58450;10;10;0;0
58550;6;9;0;0
58650;8;9;0;0
58750;8;3;0;0
58850;6;8;0;0
58950;3;7;0;0
59050;14;14;0;0
59150;9;7;0;0
59250;5;9;0;0
59350;5;7;0;0
59450;5;6;0;0
59550;5;7;0;0
59650;3;8;0;0
59750;6;10;0;0
59850;10;5;0;0
59950;11;5;0;0
60050;6;12;0;0
60150;8;4;0;0
60250;16;5;0;0
60350;13;7;0;0
60450;7;9;0;0
60550;3;8;0;0
60650;11;4;0;0
60750;13;3;0;0
60850;7;7;0;0
60950;6;8;0;0
61050;15;9;0;0
61150;10;10;0;0
61250;7;7;0;0
61350;7;7;0;0
61450;7;9;0;0
61550;12;4;0;0
61650;4;7;0;0
61750;6;9;0;0
61850;2;15;0;0
61950;7;5;0;0
62050;10;9;0;0
62150;4;5;0;0
62250;2;5;0;0
62350;8;4;0;0
62450;9;7;0;0
62550;3;6;0;0
62650;2;7;0;0
62750;7;6;0;0
62850;13;7;0;0
62950;5;2;0;0
63050;3;11;0;0
63150;4;4;0;0
63250;5;11;0;0
63350;3;3;0;0
63450;3;5;0;0
63550;5;9;0;0
63650;3;8;0;0
63750;10;5;0;0
63850;5;10;0;0
63950;4;3;0;0
64050;9;4;0;0
64150;5;8;0;0
64250;8;4;0;0
64350;9;7;0;0
64450;8;5;0;0
64550;16;13;0;0
64650;12;4;0;0
64750;19;4;0;0
64850;18;6;0;0
64950;15;5;0;0
65050;17;5;0;0
65150;21;4;0;0
65250;24;8;0;0
65350;24;3;0;0
65450;23;6;0;0
65550;25;11;0;0
65650;18;2;0;0
65750;20;15;0;0
65850;11;6;0;0
65950;29;9;0;0
66050;12;10;0;0
66150;9;16;0;0
66250;8;6;0;0
66350;12;9;0;0
66450;6;12;0;0
66550;3;11;0;0
66650;7;8;0;0
66750;7;13;0;0
66850;5;10;0;0
66950;4;12;0;0
67050;10;9;0;0
67150;4;16;0;0
67250;8;8;0;0
67350;5;10;0;0
67450;3;10;0;0
67550;8;46;0;0
67650;4;6;0;0
67750;5;7;0;0
67850;9;7;0;0
67950;6;30;0;0
68050;7;15;0;0
68150;5;4;0;0
68250;11;9;0;0
68350;3;16;0;0
68450;4;4;0;0
68550;7;8;0;0
68650;9;10;0;0
68750;7;7;0;0
68850;8;2;0;0
68950;7;10;0;0
69050;9;7;0;0
69150;5;6;0;0
69250;7;5;0;0
69350;7;8;0;0
69450;6;3;0;0
69550;6;5;0;0
69650;4;4;0;0
69750;6;5;0;0
69850;3;2;0;0
69950;8;11;0;0
70050;3;7;0;0
70150;9;6;0;0
70250;7;8;0;0
70350;6;5;0;0
70450;7;4;0;0
70550;10;10;0;0
70650;6;9;0;0
70750;6;7;0;0
70850;2;8;0;0
70950;13;9;0;0
71050;6;9;0;0
71150;7;13;0;0
71250;6;14;0;0
71350;8;6;0;0
71450;11;3;0;0
71550;10;23;0;0
71650;6;24;0;0
71750;6;5;0;0
71850;3;10;0;0
71950;16;22;0;0
72050;6;17;0;0
72150;8;3;0;0
72250;8;7;0;0
72350;7;19;0;0
72450;6;13;0;0
72550;8;5;0;0
72650;11;6;0;0
72750;5;10;0;0
72850;3;12;0;0
72950;13;7;0;0
73050;12;6;0;0
73150;7;6;0;0
73250;6;7;0;0
73350;6;10;0;0
73450;17;10;0;0
73550;5;4;0;0
73650;3;9;0;0
73750;7;7;0;0
73850;11;4;0;0
73950;8;4;0;0
74050;7;5;0;0
74150;7;14;0;0
74250;6;8;0;0
74350;9;5;0;0
74450;5;7;0;0
74550;7;11;0;0
74650;4;4;0;0
74750;12;3;0;0
74850;3;11;0;0
74950;7;12;0;0
75050;6;8;0;0
75150;10;5;0;0
75250;6;9;0;0
75350;7;9;0;0
75450;7;7;0;0
75550;9;5;0;0
75650;5;5;0;0
75750;10;7;0;0
75850;7;9;0;0
75950;9;9;0;0
76050;8;2;0;0
76150;10;11;0;0
76250;6;11;0;0
76350;4;8;0;0
76450;10;12;0;0
76550;7;4;0;0
76650;6;23;0;0
76750;7;8;0;0
76850;5;3;0;0
76950;9;12;0;0
77050;12;16;0;0
77150;3;9;0;0
77250;6;8;0;0
77350;7;8;0;0
77450;12;7;0;0
77550;3;8;0;0
77650;7;8;0;0
77750;14;7;0;0
77850;10;3;0;0
77950;10;5;0;0
78050;15;8;0;0
78150;23;11;0;0
78250;16;9;0;0
78350;6;6;0;0
78450;15;9;0;0
78550;17;6;0;0
78650;4;7;0;0
78750;6;6;0;0
78850;12;6;0;0
78950;14;10;0;0
79050;12;7;0;0
79150;3;6;0;0
79250;9;6;0;0
79350;5;6;0;0
79450;5;7;0;0
79550;7;3;0;0
79650;9;14;0;0
79750;10;8;0;0
79850;10;6;0;0
79950;7;5;0;0
80050;8;4;0;0
80150;6;11;0;0
80250;4;4;0;0
80350;8;3;0;0
80450;6;7;0;0
80550;6;10;0;0
80650;7;7;0;0
80750;11;14;0;0
80850;7;6;0;0
80950;6;8;0;0
81050;8;7;0;0
81150;6;9;0;0
81250;8;1;0;0
81350;5;3;0;0
81450;12;4;0;0
81550;5;12;0;0
81650;4;9;0;0
81750;17;8;0;0
81850;10;5;0;0
81950;8;5;0;0
82050;11;8;0;0
82150;28;8;0;0
82250;8;6;0;0
82350;11;10;0;0
82450;17;6;0;0
82550;39;8;0;0
82650;8;7;0;0
82750;2;8;0;0
82850;10;8;0;0
82950;24;4;0;0
83050;4;3;0;0
83150;14;7;0;0
83250;7;7;0;0
83350;10;5;0;0
83450;10;11;0;0
83550;15;8;0;0
83650;7;7;0;0
83750;6;9;0;0
83850;7;16;0;0
83950;19;10;0;0
84050;9;14;0;0
84150;6;18;0;0
84250;7;10;0;0
84350;19;17;0;0
84450;6;19;0;0
84550;8;22;0;0
84650;5;15;0;0
84750;8;25;0;0
84850;10;26;0;0
84950;7;25;0;0
85050;8;35;0;0
85150;7;21;0;0
85250;8;17;0;0
85350;3;21;0;0
85450;5;11;0;0
85550;6;12;0;0
85650;5;15;0;0
85750;7;7;0;0
85850;7;11;0;0
85950;10;5;0;0
86050;5;7;0;0
86150;8;7;0;0
86250;5;5;0;0
86350;2;7;0;0
86450;13;3;0;0
86550;8;5;0;0
86650;4;8;0;0
86750;8;6;0;0
86850;11;14;0;0
86950;7;5;0;0
87050;5;8;0;0
87150;5;6;0;0
87250;7;9;0;0
87350;10;8;0;0
87450;8;6;0;0
87550;6;6;0;0
87650;3;8;0;0
87750;4;10;0;0
87850;10;8;0;0
87950;7;12;0;0
88050;4;10;0;0
88150;3;10;0;0
88250;4;8;0;0
88350;4;5;0;0
88450;6;9;0;0
88550;7;5;0;0
88650;7;6;0;0
88750;7;10;0;0
88850;12;7;0;0
88950;5;9;0;0
89050;1;13;0;0
89150;2;10;0;0
89250;6;4;0;0
89350;10;10;0;0
89450;10;19;0;0
89550;7;2;0;0
89650;10;4;0;0
89750;7;13;0;0
89850;7;12;0;0
89950;7;5;0;0
90050;10;6;0;0
90150;8;13;0;0
90250;8;26;0;0
90350;5;4;0;0
90450;10;8;0;0
90550;9;6;0;0
90650;4;10;0;0
90750;5;4;0;0
90850;4;8;0;0
90950;8;11;0;0
91050;7;1;0;0
91150;7;5;0;0
91250;4;4;0;0
91350;6;7;0;0
91450;4;7;0;0
91550;7;11;0;0
91650;6;10;0;0
91750;10;11;0;0
91850;5;17;0;0
91950;8;10;0;0
92050;8;21;0;0
92150;2;25;0;0
92250;7;22;0;0
92350;12;21;0;0
92450;10;35;0;0
92550;7;66;0;0
92650;11;42;0;0
92750;9;40;0;0
92850;5;39;0;0
92950;5;56;0;0
93050;6;52;0;0
93150;4;32;0;0
93250;5;31;0;0
93350;12;40;0;0
93450;8;51;0;0
93550;199;18;0;0
93650;184;8;0;0
93750;10;6;0;0
93850;11;53;0;0
93950;749;9;0;0
94050;680;6;0;0
94150;13;7;0;0
94250;26;25;0;0
94350;1321;9;0;0
94450;837;6;0;0
94550;14;5;0;0
94650;25;10;0;0
94750;915;5;0;0
94850;523;12;0;0
94950;8;10;0;0
95050;8;5;0;0
95150;259;6;0;0
95250;150;14;0;0
95350;5;5;0;0
95450;7;10;0;0
95550;7;6;0;0
95650;7;10;0;0
95750;5;6;0;0
95850;7;6;0;0
95950;5;10;0;0
96050;8;4;0;0
96150;9;8;0;0
96250;10;6;0;0
96350;5;12;0;0
96450;6;9;0;0
96550;6;7;0;0
96650;6;6;0;0
96750;1;7;0;0
96850;3;9;0;0
96950;5;11;0;0
97050;7;7;0;0
97150;5;9;0;0
97250;2;8;0;0
97350;5;1;0;0
97450;8;6;0;0
97550;3;10;0;0
97650;3;6;0;0
97750;6;8;0;0
97850;8;6;0;0
97950;11;3;0;0
98050;10;8;0;0
98150;12;5;0;0
98250;5;8;0;0
98350;3;11;0;0
98450;6;3;0;0
98550;8;6;0;0
98650;8;5;0;0
98750;8;1;0;0
98850;7;7;0;0
98950;7;5;0;0
99050;8;7;0;0
99150;2;8;0;0
99250;10;11;0;0
99350;5;4;0;0
99450;5;6;0;0
99550;9;6;0;0
99650;4;5;0;0
99750;8;5;0;0
99850;13;4;0;0
99950;8;5;0;0
