BinCenter (ps);Histo01;Histo02;Histo03;Histo04
38550;0;10;0;0
38650;8;14;0;0
38750;7;9;0;0
38850;2;3;0;0
38950;4;9;0;0
39050;5;16;0;0
39150;7;13;0;0
39250;9;5;0;0
39350;4;10;0;0
39450;9;17;0;0
39550;7;9;0;0
39650;18;8;0;0
39750;5;11;0;0
39850;7;8;0;0
39950;8;9;0;0
40050;1;8;0;0
40150;4;10;0;0
40250;4;8;0;0
40350;11;5;0;0
40450;9;6;0;0
40550;5;15;0;0
40650;4;9;0;0
40750;8;7;0;0
40850;10;8;0;0
40950;5;7;0;0
41050;8;9;0;0
41150;9;6;0;0
41250;9;6;0;0
41350;9;2;0;0
41450;7;9;0;0
41550;6;8;0;0
41650;4;12;0;0
41750;3;9;0;0
41850;8;26;0;0
41950;8;13;0;0
42050;6;21;0;0
42150;3;27;0;0
42250;6;33;0;0
42350;8;27;0;0
42450;7;33;0;0
42550;11;51;0;0
42650;7;52;0;0
42750;1;32;0;0
42850;6;35;0;0
42950;5;54;0;0
43050;7;44;0;0
43150;4;26;0;0
43250;4;22;0;0
43350;11;37;0;0
43450;5;46;0;0
43550;94;23;0;0
43650;294;5;0;0
43750;11;14;0;0
43850;13;46;0;0
43950;637;16;0;0
44050;936;6;0;0
44150;49;15;0;0
44250;63;15;0;0
44350;1328;6;0;0
44450;1059;4;0;0
44550;33;13;0;0
44650;88;6;0;0
44750;1100;4;0;0
44850;437;18;0;0
44950;9;9;0;0
45050;45;9;0;0
45150;340;14;0;0
45250;57;20;0;0
45350;5;7;0;0
45450;4;10;0;0
45550;4;6;0;0
45650;9;19;0;0
45750;6;8;0;0
45850;11;6;0;0
45950;9;12;0;0
46050;7;7;0;0
46150;4;8;0;0
46250;8;4;0;0
46350;9;11;0;0
46450;6;4;0;0
46550;5;10;0;0
46650;8;10;0;0
46750;12;9;0;0
46850;10;6;0;0
46950;7;9;0;0
47050;10;5;0;0
47150;2;7;0;0
47250;11;4;0;0
47350;6;7;0;0
47450;6;7;0;0
47550;3;12;0;0
47650;6;5;0;0
47750;6;6;0;0
47850;8;6;0;0
47950;9;8;0;0
48050;9;10;0;0
48150;4;8;0;0
48250;3;4;0;0
48350;6;5;0;0
48450;6;8;0;0
48550;9;6;0;0
48650;3;13;0;0
48750;2;8;0;0
48850;6;5;0;0
48950;3;6;0;0
49050;4;11;0;0
49150;8;6;0;0
49250;8;3;0;0
49350;8;9;0;0
49450;10;6;0;0
49550;9;8;0;0
49650;8;9;0;0
49750;9;7;0;0
49850;4;3;0;0
49950;7;8;0;0
50050;6;7;0;0
50150;11;6;0;0
50250;9;10;0;0
50350;6;2;0;0
50450;11;5;0;0
50550;9;8;0;0
50650;7;10;0;0
50750;4;3;0;0
50850;10;4;0;0
50950;12;4;0;0
51050;7;8;0;0
51150;7;12;0;0
51250;9;10;0;0
51350;8;9;0;0
51450;5;12;0;0
51550;3;2;0;0
51650;8;5;0;0
51750;4;1;0;0
51850;4;3;0;0
51950;1;6;0;0
52050;3;4;0;0
52150;5;15;0;0
52250;9;10;0;0
52350;10;10;0;0
52450;7;10;0;0
52550;2;8;0;0
52650;7;10;0;0
52750;6;9;0;0
52850;7;6;0;0
52950;7;7;0;0
53050;10;6;0;0
53150;2;7;0;0
53250;6;7;0;0
53350;2;11;0;0
53450;7;6;0;0
53550;3;4;0;0
53650;11;11;0;0
53750;6;3;0;0
53850;12;4;0;0
53950;4;9;0;0
54050;7;5;0;0
54150;10;4;0;0
54250;10;5;0;0
54350;10;5;0;0
54450;13;6;0;0
54550;10;8;0;0
54650;11;7;0;0
54750;10;4;0;0
54850;15;57;0;0
54950;6;334;0;0
55050;6;38;0;0
55150;8;9;0;0
55250;17;435;0;0
55350;4;1131;0;0
55450;4;90;0;0
55550;11;27;0;0
55650;10;1028;0;0
55750;5;1411;0;0
55850;22;45;0;0
55950;15;42;0;0
56050;11;955;0;0
56150;10;619;0;0
56250;30;11;0;0
56350;25;24;0;0
56450;7;284;0;0
56550;16;88;0;0
56650;48;5;0;0
56750;39;4;0;0
56850;19;7;0;0
56950;29;5;0;0
57050;60;3;0;0
57150;73;9;0;0
57250;37;5;0;0
57350;37;9;0;0
57450;53;7;0;0
57550;59;6;0;0
57650;27;5;0;0
57750;25;5;0;0
57850;19;7;0;0
57950;37;10;0;0
58050;15;7;0;0
58150;13;8;0;0
58250;15;7;0;0
58350;10;10;0;0
58450;9;2;0;0
58550;7;6;0;0
58650;6;6;0;0
58750;8;8;0;0
58850;5;8;0;0
58950;9;7;0;0
59050;8;4;0;0
59150;11;4;0;0
59250;8;6;0;0
59350;9;7;0;0
59450;3;8;0;0
59550;14;9;0;0
59650;4;4;0;0
59750;10;11;0;0
59850;3;10;0;0
59950;12;10;0;0
60050;4;7;0;0
60150;4;8;0;0
60250;13;8;0;0
60350;13;7;0;0
60450;5;7;0;0
60550;13;7;0;0
60650;4;5;0;0
60750;5;5;0;0
60850;5;3;0;0
60950;7;10;0;0
61050;14;8;0;0
61150;9;9;0;0
61250;7;3;0;0
61350;8;8;0;0
61450;10;14;0;0
61550;4;5;0;0
61650;3;4;0;0
61750;7;7;0;0
61850;8;7;0;0
61950;11;6;0;0
62050;6;4;0;0
62150;11;9;0;0
62250;7;3;0;0
62350;5;5;0;0
62450;8;5;0;0
62550;7;7;0;0
62650;6;8;0;0
62750;8;3;0;0
62850;9;9;0;0
62950;9;5;0;0
63050;7;4;0;0
63150;5;11;0;0
63250;7;7;0;0
63350;6;4;0;0
63450;5;8;0;0
63550;11;2;0;0
63650;7;10;0;0
63750;9;6;0;0
63850;3;6;0;0
63950;8;1;0;0
64050;10;6;0;0
64150;5;4;0;0
64250;10;7;0;0
64350;11;9;0;0
64450;12;6;0;0
64550;20;9;0;0
64650;15;3;0;0
64750;20;7;0;0
64850;21;11;0;0
64950;24;8;0;0
65050;35;10;0;0
65150;24;5;0;0
65250;26;6;0;0
65350;20;9;0;0
65450;21;11;0;0
65550;23;5;0;0
65650;17;6;0;0
65750;16;10;0;0
65850;19;10;0;0
65950;20;4;0;0
66050;10;6;0;0
66150;12;15;0;0
66250;10;6;0;0
66350;13;9;0;0
66450;10;9;0;0
66550;5;14;0;0
66650;5;9;0;0
66750;7;8;0;0
66850;4;14;0;0
66950;6;13;0;0
67050;7;12;0;0
67150;5;19;0;0
67250;6;25;0;0
67350;8;12;0;0
67450;12;11;0;0
67550;4;32;0;0
67650;7;18;0;0
67750;13;2;0;0
67850;6;15;0;0
67950;8;36;0;0
68050;4;18;0;0
68150;5;9;0;0
68250;11;8;0;0
68350;5;14;0;0
68450;9;6;0;0
68550;5;10;0;0
68650;14;5;0;0
68750;10;7;0;0
68850;6;6;0;0
68950;5;6;0;0
69050;11;10;0;0
69150;7;8;0;0
69250;2;9;0;0
69350;3;5;0;0
69450;6;10;0;0
69550;13;8;0;0
69650;7;13;0;0
69750;9;6;0;0
69850;7;7;0;0
69950;7;8;0;0
70050;9;5;0;0
70150;7;5;0;0
70250;8;9;0;0
70350;6;7;0;0
70450;3;6;0;0
70550;7;6;0;0
70650;6;5;0;0
70750;6;8;0;0
70850;7;9;0;0
70950;9;8;0;0
71050;10;11;0;0
71150;5;11;0;0
71250;4;17;0;0
71350;8;4;0;0
71450;10;11;0;0
71550;9;24;0;0
71650;5;20;0;0
71750;10;9;0;0
71850;12;10;0;0
71950;3;20;0;0
72050;7;18;0;0
72150;2;7;0;0
72250;10;5;0;0
72350;8;15;0;0
72450;5;9;0;0
72550;5;6;0;0
72650;4;6;0;0
72750;6;9;0;0
72850;7;3;0;0
72950;9;7;0;0
73050;16;6;0;0
73150;9;3;0;0
73250;8;6;0;0
73350;6;7;0;0
73450;11;7;0;0
73550;12;6;0;0
73650;6;7;0;0
73750;14;4;0;0
73850;12;12;0;0
73950;4;9;0;0
74050;7;4;0;0
74150;12;12;0;0
74250;10;8;0;0
74350;7;8;0;0
74450;11;8;0;0
74550;8;6;0;0
74650;11;8;0;0
74750;7;5;0;0
74850;2;3;0;0
74950;9;10;0;0
75050;14;6;0;0
75150;7;5;0;0
75250;4;6;0;0
75350;8;7;0;0
75450;10;7;0;0
75550;11;7;0;0
75650;5;7;0;0
75750;12;3;0;0
75850;4;7;0;0
75950;11;4;0;0
76050;11;7;0;0
76150;6;2;0;0
76250;5;12;0;0
76350;7;8;0;0
76450;6;6;0;0
76550;6;6;0;0
76650;5;23;0;0
76750;10;8;0;0
76850;8;9;0;0
76950;5;10;0;0
77050;5;13;0;0
77150;8;10;0;0
77250;7;10;0;0
77350;12;11;0;0
77450;9;6;0;0
77550;5;6;0;0
77650;15;7;0;0
77750;23;7;0;0
77850;8;6;0;0
77950;6;5;0;0
78050;20;8;0;0
78150;16;6;0;0
78250;7;5;0;0
78350;8;7;0;0
78450;23;7;0;0
78550;23;7;0;0
78650;9;7;0;0
78750;11;14;0;0
78850;28;9;0;0
78950;4;6;0;0
79050;7;12;0;0
79150;9;5;0;0
79250;6;5;0;0
79350;7;10;0;0
79450;12;6;0;0
79550;5;4;0;0
79650;8;9;0;0
79750;8;4;0;0
79850;9;9;0;0
79950;5;9;0;0
80050;3;11;0;0
80150;8;9;0;0
80250;10;7;0;0
80350;3;8;0;0
80450;1;8;0;0
80550;10;9;0;0
80650;6;12;0;0
80750;8;8;0;0
80850;12;6;0;0
80950;7;10;0;0
81050;4;10;0;0
81150;8;11;0;0
81250;6;5;0;0
81350;9;13;0;0
81450;7;7;0;0
81550;5;9;0;0
81650;6;8;0;0
81750;17;6;0;0
81850;11;5;0;0
81950;8;7;0;0
82050;6;8;0;0
82150;43;3;0;0
82250;10;6;0;0
82350;6;9;0;0
82450;24;4;0;0
82550;34;12;0;0
82650;10;5;0;0
82750;7;5;0;0
82850;22;5;0;0
82950;14;6;0;0
83050;10;12;0;0
83150;10;11;0;0
83250;10;3;0;0
83350;13;4;0;0
83450;5;7;0;0
83550;12;9;0;0
83650;8;9;0;0
83750;1;6;0;0
83850;3;16;0;0
83950;15;14;0;0
84050;8;10;0;0
84150;6;12;0;0
84250;10;21;0;0
84350;14;21;0;0
84450;12;14;0;0
84550;4;28;0;0
84650;6;23;0;0
84750;12;28;0;0
84850;3;32;0;0
84950;10;28;0;0
85050;7;39;0;0
85150;4;26;0;0
85250;3;25;0;0
85350;11;13;0;0
85450;7;13;0;0
85550;8;16;0;0
85650;8;17;0;0
85750;11;15;0;0
85850;12;13;0;0
85950;6;3;0;0
86050;4;8;0;0
86150;4;7;0;0
86250;8;6;0;0
86350;5;12;0;0
86450;8;14;0;0
86550;10;7;0;0
86650;9;2;0;0
86750;4;3;0;0
86850;9;7;0;0
86950;6;6;0;0
87050;9;5;0;0
87150;6;7;0;0
87250;6;7;0;0
87350;9;8;0;0
87450;9;8;0;0
87550;7;7;0;0
87650;12;7;0;0
87750;10;7;0;0
87850;7;8;0;0
87950;4;9;0;0
88050;4;6;0;0
88150;9;10;0;0
88250;8;10;0;0
88350;3;3;0;0
88450;7;7;0;0
88550;9;8;0;0
88650;12;8;0;0
88750;8;7;0;0
88850;12;10;0;0
88950;7;8;0;0
89050;5;15;0;0
89150;7;9;0;0
89250;6;14;0;0
89350;7;10;0;0
89450;8;16;0;0
89550;5;7;0;0
89650;7;7;0;0
89750;6;21;0;0
89850;4;11;0;0
89950;11;7;0;0
90050;9;9;0;0
90150;1;11;0;0
90250;5;11;0;0
90350;8;3;0;0
90450;5;5;0;0
90550;4;6;0;0
90650;13;7;0;0
90750;7;8;0;0
90850;5;7;0;0
90950;9;8;0;0
91050;12;4;0;0
91150;8;9;0;0
91250;8;6;0;0
91350;9;5;0;0
91450;2;8;0;0
91550;7;10;0;0
91650;9;7;0;0
91750;10;7;0;0
91850;8;14;0;0
91950;4;15;0;0
92050;6;17;0;0
92150;6;28;0;0
92250;8;35;0;0
92350;5;22;0;0
92450;6;26;0;0
92550;8;45;0;0
92650;2;58;0;0
92750;8;34;0;0
92850;5;37;0;0
92950;6;52;0;0
93050;9;49;0;0
93150;3;31;0;0
93250;6;26;0;0
93350;5;28;0;0
93450;7;44;0;0
93550;89;15;0;0
93650;288;12;0;0
93750;20;18;0;0
93850;16;45;0;0
93950;627;14;0;0
94050;928;7;0;0
94150;32;27;0;0
94250;56;18;0;0
94350;1395;8;0;0
94450;1086;7;0;0
94550;29;9;0;0
94650;94;8;0;0
94750;1176;8;0;0
94850;402;11;0;0
94950;9;7;0;0
95050;37;6;0;0
95150;326;6;0;0
95250;49;14;0;0
95350;14;8;0;0
95450;7;4;0;0
95550;6;11;0;0
95650;6;16;0;0
95750;4;11;0;0
95850;7;6;0;0
95950;4;7;0;0
96050;5;5;0;0
96150;3;9;0;0
96250;9;3;0;0
96350;4;7;0;0
96450;6;7;0;0
96550;8;4;0;0
96650;5;7;0;0
96750;9;10;0;0
96850;8;6;0;0
96950;11;12;0;0
97050;8;8;0;0
97150;7;12;0;0
97250;6;6;0;0
97350;8;6;0;0
97450;5;4;0;0
97550;3;8;0;0
97650;6;5;0;0
97750;3;10;0;0
97850;8;4;0;0
97950;11;15;0;0
98050;5;6;0;0
98150;9;6;0;0
98250;1;7;0;0
98350;6;7;0;0
98450;6;9;0;0
98550;10;7;0;0
98650;5;7;0;0
98750;8;3;0;0
98850;4;9;0;0
98950;4;5;0;0
99050;3;9;0;0
99150;4;8;0;0
99250;7;8;0;0
99350;8;13;0;0
99450;5;4;0;0
99550;5;9;0;0
99650;4;5;0;0
99750;10;4;0;0
99850;12;7;0;0
99950;8;7;0;0
